          16    0.347962
          17    0.347975
          18    0.347959
          19    0.347971
          20     0.34797
           1     0.31274
           2    0.312376
           3    0.312025
           4    0.311917
           5    0.311851
           6    0.311847
           7    0.311872
           8    0.311912
           9    0.311966
          10    0.311992
          11    0.312022
          12    0.312076
          13    0.312042
          14    0.312037
          15    0.312039
          16    0.312061
          17    0.312062
          18    0.312043
          19    0.312002
          20    0.311959
           1    0.272566
           2    0.272743
           3    0.272339
           4    0.272328
           5    0.272379
           6    0.272365
           7    0.272353
           8    0.272302
           9    0.272336
          10    0.272451
          11    0.272479
          12    0.272516
          13    0.272508
          14     0.27248
          15    0.272554
          16    0.272618
          17     0.27257
          18    0.272541
          19    0.272573
          20    0.272568
           1    0.231124
           2    0.231501
           3    0.231373
           4    0.231299
           5     0.23138
           6    0.231336
           7    0.231321
           8    0.231289
           9    0.231302
          10    0.231288
          11    0.231228
          12    0.231176
          13    0.231173
          14    0.231175
          15    0.231191
          16    0.231129
          17    0.231092
          18    0.231082
          19    0.231132
          20    0.231087
           1    0.186294
           2    0.186324
           3    0.186608
           4    0.186713
           5    0.187015
           6    0.187135
           7    0.187288
           8    0.187187
           9    0.187177
          10    0.187329
          11    0.187245
          12    0.187235
          13    0.187195
          14      0.1872
          15    0.187272
          16    0.187153
          17    0.187124
          18    0.187128
          19     0.18717
          20     0.18711
           1    0.140446
           2    0.140961
           3    0.141373
           4    0.140633
           5    0.140876
           6    0.141054
           7    0.141128
           8    0.140946
           9    0.141205
          10    0.141216
          11    0.141206
          12    0.141194
          13     0.14098
          14    0.140979
          15    0.141038
          16     0.14099
          17    0.140872
          18    0.140823
          19    0.140848
          20    0.140841
           1    0.092598
           2   0.0923362
           3   0.0934506
           4   0.0936975
           5   0.0936851
           6   0.0936545
           7   0.0936069
           8   0.0933741
           9   0.0935239
          10    0.093721
          11   0.0934907
          12   0.0935487
          13   0.0933877
          14   0.0933181
          15   0.0933107
          16   0.0932808
          17   0.0932062
          18   0.0932773
          19   0.0932839
          20   0.0932583
           1   0.0516928
           2   0.0486566
           3   0.0495095
           4    0.048966
           5    0.048465
           6   0.0483993
           7   0.0481397
           8   0.0477129
           9   0.0477149
          10   0.0476764
          11   0.0473832
          12    0.047127
          13   0.0470986
          14   0.0471509
          15   0.0471097
          16   0.0471447
          17   0.0471119
          18   0.0472068
          19   0.0470623
          20   0.0471028
           1   0.0152368
           2   0.0149366
           3   0.0145801
           4   0.0139942
           5   0.0138082
           6   0.0139225
           7   0.0138481
           8   0.0138707
           9   0.0137442
          10    0.013774
          11   0.0137961
          12   0.0137313
          13   0.0137139
          14   0.0136485
          15   0.0136143
          16   0.0135902
          17   0.0136214
          18   0.0135573
          19   0.0134721
          20    0.013502
           1   0.0014608
           2   0.0016492
           3   0.0014216
           4   0.0015391
           5  0.00150576
           6  0.00151947
           7  0.00152931
           8  0.00150135
           9  0.00153858
          10    0.001529
          11  0.00152996
          12  0.00150057
          13  0.00150831
          14  0.00148889
          15  0.00146483
          16  0.00145735
          17  0.00145548
          18  0.00145811
          19  0.00145463
          20  0.00145542
           1     8.4e-05
           2     4.6e-05
           3 3.74667e-05
           4    4.01e-05
           5   3.432e-05
           6 3.64667e-05
           7 3.49714e-05
           8    3.08e-05
           9 4.36444e-05
          10   4.268e-05
          11 4.10545e-05
          12 3.77667e-05
          13 4.05538e-05
          14 3.96286e-05
          15 3.79733e-05
          16     3.8e-05
          17 4.65882e-05
          18 4.45556e-05
          19 4.66316e-05
          20   4.452e-05
